ERA,G,CG,SHO,W,L,SV,HLD,WPCT,TBF,IP,H,HR,BB,HBP,SO,R,ER,season,record_team,IP_OUTS,IP_DECIMAL,kbo_player_id,player_name,level,role,has_record,source_url,AVG,PA,AB,2B,3B,TB,RBI,SB,CS,GDP,SLG,OBP,E
,129,,,,,,,,,,43,4,23,4,51,60,,2025,한화,,,68700,이원석,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68700,0.203,248,212,7,0,62,24,22,3,4,0.292,0.290,1
,46,,,,,,,,,,11,0,3,0,16,11,,2018,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.229,51,48,3,0,14,5,8,2,1,0.292,0.275,0
,44,,,,,,,,,,14,2,9,0,18,15,,2019,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.200,82,70,2,0,22,11,11,2,0,0.314,0.291,1
,22,,,,,,,,,,12,1,8,1,14,8,,2021,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.203,68,59,4,3,25,7,8,2,2,0.424,0.309,0
,65,,,,,,,,,,52,3,27,2,54,38,,2022,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.278,217,187,5,2,70,33,9,2,3,0.374,0.373,0
,24,,,,,,,,,,19,0,13,2,15,18,,2023,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.292,81,65,0,2,23,5,12,1,0,0.354,0.425,0
,17,,,,,,,,,,6,0,3,0,6,3,,2024,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.188,35,32,0,0,6,3,4,1,0,0.188,0.257,0
,2,,,,,,,,,,3,1,3,0,2,4,,2025,한화,,,68700,이원석,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68700,0.429,10,7,0,0,6,2,1,0,0,0.857,0.600,0
9.00,1,0,0,0,0,0,0,-,6,1,2,0,1,0,0,1,1,2019,SK,3,1.0,68830,김정우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68830,,,,,,,,,,,,,
9.45,7,0,0,0,0,0,0,-,38,6 2/3,11,1,7,0,6,7,7,2023,두산,20,6.666667,68830,김정우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68830,,,,,,,,,,,,,
81.00,1,0,0,0,0,0,0,-,4,1/3,3,0,0,0,0,3,3,2024,두산,1,0.333333,68830,김정우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68830,,,,,,,,,,,,,
3.86,18,0,0,0,0,1,1,-,103,21,26,1,9,3,13,12,9,2025,두산,63,21.0,68830,김정우,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68830,,,,,,,,,,,,,
5.34,22,0,0,1,1,0,3,0.500,132,28 2/3,35,2,14,2,22,20,17,2018,SK,86,28.666667,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
10.64,20,0,0,3,6,0,0,0.333,184,34 2/3,57,4,21,4,32,45,41,2019,SK,104,34.666667,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
10.45,10,0,0,0,1,0,1,0.000,56,10 1/3,14,1,11,1,10,12,12,2020,상무,31,10.333333,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
5.40,16,0,0,1,1,0,4,0.500,80,18 1/3,17,1,12,1,18,11,11,2021,상무,55,18.333333,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
6.95,33,0,0,1,3,0,2,0.250,175,33 2/3,48,1,26,3,28,31,26,2022,SSG,101,33.666667,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
1.42,31,0,0,3,1,8,0,0.750,129,31 2/3,20,2,18,2,35,5,5,2023,두산,95,31.666667,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
2.73,24,0,0,3,1,5,1,0.750,109,26 1/3,24,1,11,2,24,10,8,2024,두산,79,26.333333,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
3.99,25,0,0,2,2,3,2,0.500,138,29 1/3,30,2,21,1,31,19,13,2025,두산,88,29.333333,68830,김정우,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68830,,,,,,,,,,,,,
14.40,2,0,0,0,0,0,0,-,28,5,11,5,0,0,3,9,8,2018,SK,15,5.0,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
5.86,38,0,0,3,3,0,4,0.500,398,86,93,11,50,7,62,56,56,2021,SSG,258,86.0,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
3.95,51,0,0,5,4,0,5,0.556,288,68 1/3,51,10,34,2,48,37,30,2022,SSG,205,68.333333,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
4.20,53,0,0,5,3,1,7,0.625,262,60,75,7,19,1,37,29,28,2023,SSG,180,60.0,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
7.78,32,0,0,1,0,0,0,1.000,202,39 1/3,61,9,24,3,40,36,34,2024,SSG,118,39.333333,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
3.97,40,0,0,2,2,0,1,0.500,287,65 2/3,72,6,24,3,44,34,29,2025,SSG,197,65.666667,68856,최민준,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68856,,,,,,,,,,,,,
7.67,13,0,0,1,8,0,0,0.111,285,58 2/3,89,15,28,2,49,56,50,2018,SK,176,58.666667,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
4.52,24,0,0,6,3,0,2,0.667,343,77 2/3,86,5,34,5,63,42,39,2019,상무,233,77.666667,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
4.28,17,1,1,7,5,0,0,0.583,331,75 2/3,82,4,34,1,64,42,36,2020,SK,227,75.666667,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
1.29,5,0,0,0,0,0,1,-,56,14,14,0,1,1,13,2,2,2021,SSG,42,14.0,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,11,3,2,0,0,0,3,0,0,2022,SSG,9,3.0,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
0.00,3,0,0,0,0,0,0,-,10,3,1,0,0,0,5,0,0,2023,SSG,9,3.0,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
1.93,5,0,0,1,0,1,2,1.000,38,9 1/3,9,1,2,0,7,3,2,2024,SSG,28,9.333333,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
1.93,2,0,0,0,0,0,0,-,21,4 2/3,5,0,3,0,4,1,1,2025,SSG,14,4.666667,68856,최민준,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68856,,,,,,,,,,,,,
,15,,,,,,,,,,7,0,3,0,3,3,,2019,SK,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.212,36,33,2,0,9,0,0,0,2,0.273,0.278,0
,66,,,,,,,,,,43,3,19,0,28,23,,2020,SK,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.236,207,182,4,0,56,14,1,1,3,0.308,0.307,8
,10,,,,,,,,,,3,0,3,0,3,0,,2022,SSG,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.250,16,12,0,0,3,1,0,0,0,0.250,0.375,1
,38,,,,,,,,,,16,0,8,0,10,5,,2023,SSG,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.267,69,60,1,0,17,6,0,1,3,0.283,0.348,0
,18,,,,,,,,,,6,0,9,0,8,2,,2024,SSG,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.240,34,25,2,0,8,5,0,0,0,0.320,0.441,2
,78,,,,,,,,,,29,3,30,3,47,17,,2025,SSG,,,68868,최준우,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68868,0.191,192,152,0,0,38,22,2,0,3,0.250,0.328,1
,70,,,,,,,,,,51,0,22,3,18,26,,2018,SK,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.287,203,178,5,0,56,21,6,5,5,0.315,0.374,3
,67,,,,,,,,,,62,1,27,4,22,28,,2019,SK,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.335,218,185,8,1,75,21,8,3,8,0.405,0.427,14
,31,,,,,,,,,,32,0,16,1,8,13,,2020,SK,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.323,118,99,3,0,35,14,4,0,4,0.354,0.415,4
,56,,,,,,,,,,31,0,15,3,16,24,,2021,상무,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.274,133,113,3,0,34,15,1,2,5,0.301,0.368,3
,79,,,,,,,,,,88,0,55,3,28,58,,2022,상무,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.349,318,252,26,3,120,83,13,6,6,0.476,0.461,9
,36,,,,,,,,,,45,1,19,0,15,16,,2023,SSG,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.369,142,122,7,1,57,19,1,2,4,0.467,0.451,9
,69,,,,,,,,,,73,1,31,2,34,35,,2024,SSG,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.311,271,235,7,0,83,26,7,3,7,0.353,0.394,12
,18,,,,,,,,,,14,1,11,0,11,10,,2025,SSG,,,68868,최준우,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68868,0.219,75,64,1,0,18,6,0,0,2,0.281,0.333,0
7.20,3,0,0,0,0,0,0,-,27,5,8,2,3,0,3,7,4,2021,SSG,15,5.0,68896,이채호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68896,,,,,,,,,,,,,
2.95,38,0,0,5,0,0,3,1.000,156,36 2/3,28,0,13,6,32,13,12,2022,KT,110,36.666667,68896,이채호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68896,,,,,,,,,,,,,
6.93,25,0,0,0,1,0,1,0.000,110,24 2/3,26,6,9,3,8,19,19,2023,KT,74,24.666667,68896,이채호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68896,,,,,,,,,,,,,
9.45,9,0,0,0,0,0,0,-,37,6 2/3,13,2,3,1,5,7,7,2024,KT,20,6.666667,68896,이채호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68896,,,,,,,,,,,,,
6.17,10,0,0,0,0,0,0,-,53,11 2/3,12,1,5,2,8,8,8,2025,KT,35,11.666667,68896,이채호,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68896,,,,,,,,,,,,,
2.57,3,0,0,1,0,0,2,1.000,30,7,6,1,3,0,3,2,2,2018,SK,21,7.0,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
1.50,6,0,0,1,0,0,1,1.000,48,12,6,0,5,1,13,2,2,2020,SK,36,12.0,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
5.20,33,0,0,5,4,1,7,0.556,274,62 1/3,67,3,15,6,50,43,36,2021,SSG,187,62.333333,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
5.25,11,0,0,1,0,0,2,1.000,55,12,15,0,4,1,19,7,7,2022,KT,36,12.0,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
3.54,20,0,0,2,1,0,4,0.667,88,20 1/3,17,1,9,1,19,9,8,2023,KT,61,20.333333,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
4.16,19,0,0,6,2,1,2,0.750,331,75 2/3,76,5,25,8,65,41,35,2024,KT,227,75.666667,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
3.57,30,0,0,6,0,1,4,1.000,254,58,55,4,28,2,45,28,23,2025,KT,174,58.0,68896,이채호,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68896,,,,,,,,,,,,,
5.29,30,1,1,5,4,0,1,0.556,307,66 1/3,82,7,31,6,46,40,39,2019,NC,199,66.333333,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
5.45,20,0,0,2,2,0,1,0.500,296,67 2/3,83,12,14,2,55,47,41,2020,NC,203,67.666667,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
5.37,37,0,0,5,3,0,6,0.625,286,63 2/3,69,10,28,1,42,40,38,2021,NC,191,63.666667,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
3.41,72,0,0,2,7,1,13,0.222,269,66,56,5,22,7,46,26,25,2022,NC,198,66.0,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
3.06,63,0,0,2,4,0,24,0.333,247,61 2/3,45,2,23,1,48,22,21,2023,NC,185,61.666667,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
3.15,42,0,0,4,2,1,14,0.667,183,45 2/3,40,3,14,1,48,19,16,2024,NC,137,45.666667,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
2.86,45,0,0,4,3,0,21,0.571,189,44,40,3,18,3,35,17,14,2025,NC,132,44.0,68900,김영규,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68900,,,,,,,,,,,,,
7.18,9,0,0,0,1,0,0,0.000,123,26 1/3,35,6,6,0,21,26,21,2018,고양,79,26.333333,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
7.11,9,0,0,1,3,0,0,0.250,88,19,27,2,5,1,14,15,15,2019,NC,57,19.0,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
3.20,4,0,0,1,0,0,0,1.000,81,19 2/3,16,1,6,0,19,8,7,2020,NC,59,19.666667,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
4.80,6,0,0,3,1,0,0,0.750,62,15,14,2,5,0,10,8,8,2021,NC,45,15.0,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
0.00,3,0,0,0,0,0,0,-,11,3,1,0,1,0,3,0,0,2024,NC,9,3.0,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
0.00,2,0,0,0,0,0,0,-,6,2,0,0,0,0,1,0,0,2025,NC,6,2.0,68900,김영규,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68900,,,,,,,,,,,,,
5.79,17,0,0,2,3,0,0,0.400,196,42,57,10,13,3,26,27,27,2020,NC,126,42.0,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
4.41,30,0,0,9,6,0,0,0.600,625,145,155,17,44,5,107,75,71,2021,NC,435,145.0,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
4.56,26,0,0,4,9,0,0,0.308,521,118 1/3,128,15,31,10,105,64,60,2022,NC,355,118.333333,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
3.98,29,0,0,5,5,0,0,0.500,519,122,122,14,25,6,97,63,54,2023,NC,366,122.0,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
4.31,25,0,0,8,9,0,0,0.471,524,121,140,20,16,7,74,67,58,2024,NC,363,121.0,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
4.77,28,1,0,6,3,0,0,0.667,568,132,148,23,26,6,84,76,70,2025,NC,396,132.0,68902,신민혁,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68902,,,,,,,,,,,,,
3.99,23,0,0,7,5,0,2,0.583,318,76 2/3,73,8,19,5,48,36,34,2019,NC,230,76.666667,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
2.29,6,0,0,1,0,0,0,1.000,79,19 2/3,18,1,1,2,17,5,5,2020,NC,59,19.666667,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
0.00,1,0,0,0,0,0,0,-,15,4,2,0,0,0,5,0,0,2021,NC,12,4.0,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
1.80,3,0,0,0,0,0,0,-,55,15,11,2,0,2,10,5,3,2022,NC,45,15.0,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
3.38,3,0,0,1,1,0,0,0.500,57,13 1/3,17,1,1,1,12,5,5,2023,NC,40,13.333333,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
2.25,1,0,0,0,0,0,0,-,16,4,2,1,1,1,3,1,1,2025,NC,12,4.0,68902,신민혁,futures,pitching,1,https://www.koreabaseball.com/Futures/Player/PitcherTotal.aspx?playerId=68902,,,,,,,,,,,,,
,11,,,,,,,,,,2,0,1,0,5,0,,2018,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.133,16,15,0,0,2,0,0,1,0,0.133,0.188,0
,3,,,,,,,,,,1,0,0,0,4,0,,2019,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.125,8,8,0,0,1,0,0,0,0,0.125,0.125,0
,83,,,,,,,,,,55,6,22,3,58,25,,2022,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.238,259,231,10,0,83,31,0,5,4,0.359,0.309,4
,70,,,,,,,,,,49,4,17,5,55,21,,2023,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.236,238,208,9,1,72,24,3,3,5,0.346,0.305,8
,20,,,,,,,,,,6,3,2,1,6,4,,2024,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.200,34,30,0,0,15,5,0,0,0,0.500,0.265,0
,67,,,,,,,,,,36,3,22,2,47,14,,2025,NC,,,68904,오영수,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68904,0.232,179,155,5,0,50,23,3,2,0,0.323,0.335,1
,58,,,,,,,,,,85,9,26,3,42,55,,2018,고양,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.374,259,227,20,3,138,48,3,2,0,0.608,0.440,10
,73,,,,,,,,,,57,2,31,1,52,25,,2019,NC,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.229,285,249,7,2,74,25,7,7,3,0.297,0.313,9
,39,,,,,,,,,,30,2,11,2,18,18,,2020,상무,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.259,130,116,7,1,45,10,4,0,1,0.388,0.333,5
,66,,,,,,,,,,68,7,26,0,34,30,,2021,상무,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.332,239,205,13,4,110,46,2,5,7,0.537,0.393,3
,23,,,,,,,,,,29,3,4,3,13,15,,2022,NC,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.387,82,75,5,1,45,17,2,0,0,0.600,0.439,1
,42,,,,,,,,,,33,3,14,3,17,16,,2023,NC,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.256,146,129,7,1,51,23,2,0,3,0.395,0.342,3
,50,,,,,,,,,,32,4,25,2,36,13,,2024,NC,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.230,167,139,6,0,50,21,1,1,3,0.360,0.353,2
,21,,,,,,,,,,23,5,19,1,11,15,,2025,NC,,,68904,오영수,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68904,0.404,78,57,5,0,43,22,0,0,1,0.754,0.551,0
,60,,,,,,,,,,13,0,7,1,32,6,,2018,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.160,89,81,1,0,14,2,0,0,3,0.173,0.236,5
,55,,,,,,,,,,24,2,8,0,24,13,,2019,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.224,119,107,5,0,35,9,0,0,1,0.327,0.278,1
,44,,,,,,,,,,22,3,10,0,21,12,,2020,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.306,82,72,1,0,32,11,0,0,1,0.444,0.390,1
,26,,,,,,,,,,17,6,8,1,24,10,,2023,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.236,82,72,2,0,37,13,0,0,3,0.514,0.321,2
,119,,,,,,,,,,69,17,45,2,144,39,,2024,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.195,414,354,12,0,132,50,0,0,6,0.373,0.285,12
,127,,,,,,,,,,84,18,45,3,126,51,,2025,NC,,,68912,김형준,first_team,hitting,1,https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=68912,0.232,415,362,10,1,150,55,3,0,7,0.414,0.320,4
,39,,,,,,,,,,22,1,13,0,31,8,,2018,고양,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.232,109,95,6,0,31,7,0,0,3,0.326,0.324,0
,24,,,,,,,,,,21,2,3,0,16,13,,2019,NC,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.339,65,62,4,0,31,8,0,0,2,0.500,0.369,5
,19,,,,,,,,,,12,1,5,1,19,8,,2020,NC,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.197,68,61,2,0,17,7,0,0,1,0.279,0.269,0
,48,,,,,,,,,,34,3,20,3,25,20,,2021,상무,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.268,154,127,6,0,49,23,0,0,2,0.386,0.370,5
,60,,,,,,,,,,60,5,44,3,42,43,,2022,상무,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.270,273,222,19,1,96,48,2,0,4,0.432,0.393,3
,24,,,,,,,,,,19,4,9,3,21,9,,2023,NC,,,68912,김형준,futures,hitting,1,https://www.koreabaseball.com/Futures/Player/HitterTotal.aspx?playerId=68912,0.264,84,72,4,0,35,15,0,0,1,0.486,0.369,0
3.24,59,0,0,4,5,0,11,0.444,365,83 1/3,75,7,43,4,79,35,30,2022,NC,250,83.333333,68928,김시훈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68928,,,,,,,,,,,,,
4.44,61,0,0,4,3,3,12,0.571,245,52 2/3,57,3,34,1,49,32,26,2023,NC,158,52.666667,68928,김시훈,first_team,pitching,1,https://www.koreabaseball.com/Record/Player/PitcherDetail/Total.aspx?playerId=68928,,,,,,,,,,,,,
