"season","kbo_player_id","player_uid","snapshot_team","player_name","position_group","record_team","has_record","source_url","AVG","G","PA","AB","R","H","2B","3B","HR","TB","RBI","SB","CS","BB","HBP","SO","GDP","SLG","OBP","E","OPS","SAC","SF","PA_OTHER","SAC_SF_CANDIDATES","SAC_SF_SOURCE","SAC_SF_CONFIDENCE","ISO","K_RATE","BB_RATE","BB_K","XBH","XBH_RATE","HR_RATE","basic_source_url"
"2025","69207","KBO-69207","삼성 라이온즈","김태근","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69207","0.333","11","14","12","2","4","0","0","0","4","0","0","0","2","0","4","0","0.333","0.429","0","0.762","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2857","0.1429","0.500","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69238","KBO-69238","두산 베어스","김대한","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69238","0.194","16","37","36","1","7","0","0","1","10","5","0","1","1","0","6","0","0.278","0.216","1","0.494","0","0","0","0","kbo_basic_leaderboard","official","0.084","0.1622","0.0270","0.167","1","0.0270","0.0270","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69332","KBO-69332","키움 히어로즈","주성원","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69332","0.250","58","174","156","21","39","6","0","1","48","12","4","0","13","4","45","2","0.308","0.322","2","0.630","0","1","0","1","kbo_basic_leaderboard","official","0.058","0.2586","0.0747","0.289","7","0.0402","0.0057","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69403","KBO-69403","삼성 라이온즈","양우현","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69403","0.188","14","16","16","3","3","1","0","0","4","4","0","0","0","0","2","0","0.250","0.188","1","0.438","0","0","0","0","kbo_basic_leaderboard","official","0.062","0.1250","0.0000","0.000","1","0.0625","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69416","KBO-69416","삼성 라이온즈","이해승","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69416","0.200","8","5","5","2","1","0","0","0","1","1","0","0","0","0","2","0","0.200","0.200","2","0.400","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.4000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69418","KBO-69418","삼성 라이온즈","박승규","OF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69418","0.287","64","200","174","39","50","5","0","6","73","14","5","4","21","4","43","2","0.420","0.377","1","0.797","1","0","0","0","kbo_basic_leaderboard","official","0.133","0.2150","0.1050","0.488","11","0.0550","0.0300","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69428","KBO-69428","삼성 라이온즈","이병헌","C","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69428","0.200","55","59","55","5","11","3","0","1","17","7","0","0","3","1","13","1","0.309","0.254","2","0.563","0","0","0","0","kbo_basic_leaderboard","official","0.109","0.2203","0.0508","0.231","4","0.0678","0.0169","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69442","KBO-69442","삼성 라이온즈","김도환","C","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69442","0.286","6","14","14","3","4","1","0","0","5","1","0","0","0","0","4","0","0.357","0.286","0","0.643","0","0","0","0","kbo_basic_leaderboard","official","0.071","0.2857","0.0000","0.000","1","0.0714","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69508","KBO-69508","롯데 자이언츠","신윤후","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69508","0.167","12","13","12","1","2","0","0","0","2","0","1","0","0","0","3","0","0.167","0.167","0","0.334","1","0","0","0","kbo_basic_leaderboard","official","0.000","0.2308","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69517","KBO-69517","롯데 자이언츠","고승민","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69517","0.271","121","538","469","71","127","21","2","4","164","45","5","1","56","3","83","8","0.350","0.350","6","0.700","6","4","0","4","kbo_basic_leaderboard","official","0.079","0.1543","0.1041","0.675","27","0.0502","0.0074","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69636","KBO-69636","KIA 타이거즈","오선우","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69636","0.265","124","474","437","58","116","17","1","18","189","56","0","2","34","3","158","11","0.432","0.323","11","0.755","0","0","0","0","kbo_basic_leaderboard","official","0.167","0.3333","0.0717","0.215","36","0.0759","0.0380","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69727","KBO-69727","KIA 타이거즈","변우혁","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69727","0.218","47","153","142","11","31","7","0","0","38","17","0","0","10","1","47","3","0.268","0.275","4","0.543","0","0","0","0","kbo_basic_leaderboard","official","0.050","0.3072","0.0654","0.213","7","0.0458","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69737","KBO-69737","한화 이글스","노시환","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69737","0.260","144","624","539","97","140","28","2","32","268","101","14","5","70","11","125","22","0.497","0.354","17","0.851","0","4","0","4","kbo_basic_leaderboard","official","0.237","0.2003","0.1122","0.560","62","0.0994","0.0513","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69766","KBO-69766","한화 이글스","유로결","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69766","0.154","20","16","13","1","2","0","0","0","2","0","1","0","0","1","4","0","0.154","0.214","0","0.368","2","0","0","0","kbo_basic_leaderboard","official","0.000","0.2500","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69804","KBO-69804","SSG 랜더스","채현우","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69804","0.188","41","52","48","8","9","1","1","1","15","9","2","0","3","0","13","1","0.313","0.231","1","0.544","0","1","0","1","kbo_basic_leaderboard","official","0.125","0.2500","0.0577","0.231","3","0.0577","0.0192","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69813","KBO-69813","SSG 랜더스","하재훈","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69813","0.143","18","61","56","6","8","0","0","3","17","8","1","2","4","0","21","1","0.304","0.197","1","0.501","0","1","0","1","kbo_basic_leaderboard","official","0.161","0.3443","0.0656","0.190","3","0.0492","0.0492","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69825","KBO-69825","SSG 랜더스","김창평","OF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69825","-","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","-","-","0","","0","0","0","0","kbo_basic_leaderboard","official","","","","","0","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69980","KBO-69980","NC 다이노스","김범준","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69980","0.000","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0.000","0.000","0","0.000","0","0","0","0","kbo_basic_leaderboard","official","0.000","1.0000","0.0000","0.000","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69992","KBO-69992","NC 다이노스","최정원","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69992","0.275","91","155","120","40","33","3","0","0","36","11","30","6","18","12","22","0","0.300","0.417","1","0.717","4","1","0","1","kbo_basic_leaderboard","official","0.025","0.1419","0.1161","0.818","3","0.0194","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","69995","KBO-69995","NC 다이노스","서호철","IF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=69995","0.266","103","292","263","25","70","7","1","3","88","30","7","3","8","7","51","7","0.335","0.301","8","0.636","10","4","0","4","kbo_basic_leaderboard","official","0.069","0.1747","0.0274","0.157","11","0.0377","0.0103","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","72443","KBO-72443","KIA 타이거즈","최형우","OF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=72443","0.307","133","549","469","74","144","30","1","24","248","86","1","0","67","8","98","9","0.529","0.399","0","0.928","0","5","0","5","kbo_basic_leaderboard","official","0.222","0.1785","0.1220","0.684","55","0.1002","0.0437","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","72457","KBO-72457","삼성 라이온즈","김민수","C","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=72457","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","74163","KBO-74163","키움 히어로즈","이용규","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=74163","0.216","14","41","37","7","8","1","0","0","9","0","1","0","3","0","8","1","0.243","0.275","1","0.518","1","0","0","0","kbo_basic_leaderboard","official","0.027","0.1951","0.0732","0.375","1","0.0244","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","74540","KBO-74540","삼성 라이온즈","강민호","C","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=74540","0.269","127","465","412","37","111","23","1","12","172","71","2","2","38","7","69","16","0.417","0.336","2","0.753","1","7","0","7","kbo_basic_leaderboard","official","0.148","0.1484","0.0817","0.551","36","0.0774","0.0258","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","75125","KBO-75125","삼성 라이온즈","박병호","IF","삼성","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=75125","0.199","77","232","196","26","39","5","0","15","89","33","0","0","27","7","70","5","0.454","0.315","2","0.769","0","2","0","2","kbo_basic_leaderboard","official","0.255","0.3017","0.1164","0.386","20","0.0862","0.0647","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","75334","KBO-75334","KT 위즈","오재일","IF","","0","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=75334","","","","","","","","","","","","","","","","","","","","","","","","","","","unavailable","","","","","","","","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","75566","KBO-75566","키움 히어로즈","이원석","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=75566","0.143","5","8","7","1","1","0","0","0","1","0","0","0","1","0","2","1","0.143","0.250","0","0.393","0","0","0","0","kbo_basic_leaderboard","official","0.000","0.2500","0.1250","0.500","0","","0.0000","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","75847","KBO-75847","SSG 랜더스","최정","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=75847","0.244","95","406","340","54","83","12","0","23","164","63","1","0","51","12","94","10","0.482","0.360","4","0.842","0","3","0","3","kbo_basic_leaderboard","official","0.238","0.2315","0.1256","0.543","35","0.0862","0.0567","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76232","KBO-76232","두산 베어스","양의지","C","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76232","0.337","130","517","454","56","153","27","1","20","242","89","4","2","50","7","63","10","0.533","0.406","5","0.939","0","6","0","6","kbo_basic_leaderboard","official","0.196","0.1219","0.0967","0.794","48","0.0928","0.0387","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76267","KBO-76267","키움 히어로즈","최주환","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76267","0.275","120","506","459","45","126","31","1","12","195","74","0","0","36","5","66","8","0.425","0.330","6","0.755","0","6","0","6","kbo_basic_leaderboard","official","0.150","0.1304","0.0711","0.545","44","0.0870","0.0237","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76290","KBO-76290","LG 트윈스","김현수","OF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76290","0.298","140","552","483","66","144","24","0","12","204","90","4","0","64","4","73","10","0.422","0.384","4","0.806","0","1","0","1","kbo_basic_leaderboard","official","0.124","0.1322","0.1159","0.877","36","0.0652","0.0217","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76313","KBO-76313","KT 위즈","황재균","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76313","0.275","112","424","385","50","106","19","0","7","146","48","3","1","34","2","84","2","0.379","0.336","5","0.715","1","2","0","2","kbo_basic_leaderboard","official","0.104","0.1981","0.0802","0.405","26","0.0613","0.0165","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76802","KBO-76802","SSG 랜더스","김성현","IF","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76802","0.217","59","137","115","15","25","3","0","1","31","11","1","1","16","1","20","4","0.270","0.316","5","0.586","4","1","0","1","kbo_basic_leaderboard","official","0.053","0.1460","0.1168","0.800","4","0.0292","0.0073","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","76812","KBO-76812","한화 이글스","이재원","C","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=76812","0.200","98","151","125","4","25","2","1","1","32","12","1","1","14","1","23","3","0.256","0.280","6","0.536","8","3","0","3","kbo_basic_leaderboard","official","0.056","0.1523","0.0927","0.609","4","0.0265","0.0066","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","77532","KBO-77532","한화 이글스","손아섭","OF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=77532","0.288","111","416","372","39","107","22","3","1","138","50","0","4","37","1","59","3","0.371","0.352","0","0.723","4","2","0","2","kbo_basic_leaderboard","official","0.083","0.1418","0.0889","0.627","26","0.0625","0.0024","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","77564","KBO-77564","롯데 자이언츠","김민성","IF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=77564","0.243","96","254","214","25","52","13","0","3","74","35","0","1","33","4","48","7","0.346","0.353","6","0.699","2","1","0","1","kbo_basic_leaderboard","official","0.103","0.1890","0.1299","0.688","16","0.0630","0.0118","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78122","KBO-78122","KIA 타이거즈","김태군","C","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78122","0.258","100","274","236","20","61","10","1","5","88","31","0","0","17","10","20","9","0.373","0.331","7","0.704","8","3","0","3","kbo_basic_leaderboard","official","0.115","0.0730","0.0620","0.850","16","0.0584","0.0182","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78135","KBO-78135","키움 히어로즈","이형종","OF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78135","0.200","33","82","70","4","14","3","0","2","23","6","1","0","9","1","22","3","0.329","0.300","0","0.629","2","0","0","0","kbo_basic_leaderboard","official","0.129","0.2683","0.1098","0.409","5","0.0610","0.0244","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78168","KBO-78168","KIA 타이거즈","서건창","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78168","0.136","10","26","22","1","3","1","0","1","7","2","1","0","2","0","5","1","0.318","0.208","0","0.526","2","0","0","0","kbo_basic_leaderboard","official","0.182","0.1923","0.0769","0.400","2","0.0769","0.0385","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78224","KBO-78224","두산 베어스","김재환","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78224","0.241","103","407","344","42","83","13","2","13","139","50","7","2","57","4","96","4","0.404","0.354","0","0.758","0","2","0","2","kbo_basic_leaderboard","official","0.163","0.2359","0.1400","0.594","28","0.0688","0.0319","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78288","KBO-78288","한화 이글스","최재훈","C","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78288","0.286","121","348","269","28","77","15","0","1","95","35","1","1","46","17","48","4","0.353","0.414","5","0.767","10","6","0","6","kbo_basic_leaderboard","official","0.067","0.1379","0.1322","0.958","16","0.0460","0.0029","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78513","KBO-78513","롯데 자이언츠","전준우","OF","롯데","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78513","0.293","114","472","410","50","120","26","1","8","172","70","2","1","44","9","71","9","0.420","0.369","0","0.789","3","6","0","6","kbo_basic_leaderboard","official","0.127","0.1504","0.0932","0.620","35","0.0742","0.0169","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78548","KBO-78548","KT 위즈","장성우","C","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78548","0.247","129","480","413","44","102","13","0","14","157","58","0","1","55","2","96","13","0.380","0.333","5","0.713","2","8","0","8","kbo_basic_leaderboard","official","0.133","0.2000","0.1146","0.573","27","0.0563","0.0292","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78603","KBO-78603","KIA 타이거즈","김선빈","IF","KIA","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78603","0.321","84","308","271","31","87","18","1","3","116","46","4","0","31","3","35","9","0.428","0.395","9","0.823","2","1","0","1","kbo_basic_leaderboard","official","0.107","0.1136","0.1006","0.886","22","0.0714","0.0097","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","78756","KBO-78756","키움 히어로즈","오선진","IF","키움","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=78756","0.238","99","163","143","15","34","8","0","1","45","19","0","0","12","3","45","2","0.315","0.308","4","0.623","4","1","0","1","kbo_basic_leaderboard","official","0.077","0.2761","0.0736","0.267","9","0.0552","0.0061","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79109","KBO-79109","LG 트윈스","오지환","IF","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79109","0.253","127","472","419","57","106","24","1","16","180","62","9","7","37","3","115","4","0.430","0.314","9","0.744","7","6","0","6","kbo_basic_leaderboard","official","0.177","0.2436","0.0784","0.322","41","0.0869","0.0339","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79192","KBO-79192","한화 이글스","채은성","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79192","0.288","132","527","480","54","138","27","1","19","224","88","1","2","31","13","96","4","0.467","0.347","6","0.814","3","0","0","0","kbo_basic_leaderboard","official","0.179","0.1822","0.0588","0.323","47","0.0892","0.0361","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79215","KBO-79215","NC 다이노스","박건우","OF","NC","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79215","0.289","124","442","384","43","111","24","1","9","164","67","6","4","47","5","63","6","0.427","0.370","2","0.797","1","5","0","5","kbo_basic_leaderboard","official","0.138","0.1425","0.1063","0.746","34","0.0769","0.0204","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79231","KBO-79231","두산 베어스","정수빈","OF","두산","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79231","0.258","132","546","462","89","119","16","4","6","161","38","26","13","61","11","57","7","0.348","0.355","3","0.703","8","4","0","4","kbo_basic_leaderboard","official","0.090","0.1044","0.1117","1.070","26","0.0476","0.0110","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79240","KBO-79240","KT 위즈","허경민","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79240","0.283","114","481","420","47","119","18","0","4","149","44","4","1","39","15","35","14","0.355","0.362","10","0.717","3","4","0","4","kbo_basic_leaderboard","official","0.072","0.0728","0.0811","1.114","22","0.0457","0.0083","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79365","KBO-79365","LG 트윈스","박동원","C","LG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79365","0.253","139","523","451","57","114","25","0","22","205","76","4","0","62","2","124","10","0.455","0.342","8","0.797","3","5","0","5","kbo_basic_leaderboard","official","0.202","0.2371","0.1185","0.500","47","0.0899","0.0421","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79402","KBO-79402","KT 위즈","김상수","IF","KT","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79402","0.254","113","423","355","42","90","14","0","5","119","47","3","1","52","4","57","8","0.335","0.349","8","0.684","5","7","0","7","kbo_basic_leaderboard","official","0.081","0.1348","0.1229","0.912","19","0.0449","0.0118","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79456","KBO-79456","SSG 랜더스","이지영","C","SSG","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79456","0.239","76","216","197","13","47","6","1","3","64","18","2","1","11","2","22","8","0.325","0.283","3","0.608","4","2","0","2","kbo_basic_leaderboard","official","0.086","0.1019","0.0509","0.500","10","0.0463","0.0139","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
"2025","79608","KBO-79608","한화 이글스","안치홍","IF","한화","1","https://www.koreabaseball.com/Record/Player/HitterDetail/Total.aspx?playerId=79608","0.172","66","196","174","9","30","4","0","2","40","18","3","0","16","1","39","4","0.230","0.245","1","0.475","4","1","0","1","kbo_basic_leaderboard","official","0.058","0.1990","0.0816","0.410","6","0.0306","0.0102","https://www.koreabaseball.com/Record/Player/HitterBasic/Basic1.aspx"
